,bacen_code,nm_serie,unit,periodicity,source,special
238,259,Fundo de investimento financeiro - FIF CP - Rentabilidade diária (%),% a.d.,D,Sisbacen PFIF300,N
239,260,Fundo de investimento financeiro - FIF 30 - Patrimônio líquido,u.m.c. (mil),D,Sisbacen PFIF300,N
240,261,Fundo de investimento financeiro - FIF 30 - Captação líquida,u.m.c. (mil),D,Sisbacen PFIF300,N
241,262,Fundo de investimento financeiro - FIF 30 - Rentabilidade diária (%),% a.d.,D,Sisbacen PFIF300,N
242,263,Fundo de investimento financeiro - FIF 60 - Patrimônio liquído,u.m.c. (mil),D,Sisbacen PFIF300,N
243,264,Fundo de investimento financeiro - FIF 60 - Captação líquida,u.m.c. (mil),D,Sisbacen PFIF300,N
244,265,Fundo de investimento financeiro - FIF 60 - Rentabilidade diária (%),% a.d.,D,Sisbacen PFIF300,N
245,266,Fundo de investimento financeiro - FIF 90 - Patrimônio liquído,u.m.c. (mil),D,Sisbacen PFIF300,N
246,267,Fundo de investimento financeiro - FIF 90 - Captação líquida,u.m.c. (mil),D,Sisbacen PFIF300,N
247,268,Fundo de investimento financeiro - FIF 90 - Rentabilidade diária (%),% a.d.,D,Sisbacen PFIF300,N
248,269,Fundo de investimento financeiro - FIF total - Patrimônio líquido - diário,u.m.c. (mil),D,Sisbacen PFIF300,N
249,270,Fundo de investimento financeiro - FIF total - Captação líquida,u.m.c. (mil),D,CVM,N
250,272,Índice de preços ao consumidor (IPC-Fipe) - Segunda quadrissemana,Var. % mensal,M,Fipe,N
251,273,Unidade padrão de capital (UPC),u.m.c.,M,BCB-Denor,N
252,274,Fundo de investimento financeiro - FIF CP - Captação,u.m.c. (mil),D,Sisbacen PFIF300,N
253,275,Fundo de investimento financeiro - FIF CP - Resgates,u.m.c. (mil),D,Sisbacen PFIF300,N
254,276,Fundo de investimento financeiro - FIF CP - Posições em derivativos (mercado futuro),u.m.c. (mil),D,Sisbacen PFIF300,N
255,277,Fundo de investimento financeiro - FIF CP - Margem de garantia,u.m.c. (mil),D,Sisbacen PFIF300,N
256,278,Fundo de investimento financeiro - FIF CP - Posições em derivativos (mercado de opções/Box),u.m.c. (mil),D,Sisbacen PFIF300,N
257,279,Fundo de investimento financeiro - FIF CP - Posições em derivativos (SWAP),u.m.c. (mil),D,Sisbacen PFIF300,N
258,280,Fundo de investimento financeiro - FIF 30 - Captação,u.m.c. (mil),D,Sisbacen PFIF300,N
259,281,Fundo de investimento financeiro - FIF 30 - Resgates,u.m.c. (mil),D,Sisbacen PFIF300,N
260,282,Fundo de investimento financeiro - FIF 30 - Posições em derivativos (mercado futuro),u.m.c. (mil),D,Sisbacen PFIF300,N
261,283,Fundo de investimento financeiro - FIF 30 - Margem de garantia,u.m.c. (mil),D,Sisbacen PFIF300,N
262,284,Fundo de investimento financeiro - FIF 30 - Posições em derivativos (mercado de opções/Box),u.m.c. (mil),D,Sisbacen PFIF300,N
263,285,Fundo de investimento financeiro - FIF 30 - Posições em derivativos (SWAP),u.m.c. (mil),D,Sisbacen PFIF300,N
264,286,Fundo de investimento financeiro - FIF 60 - Captação,u.m.c. (mil),D,Sisbacen PFIF300,N
265,287,Fundo de investimento financeiro - FIF 60 - Resgates,u.m.c. (mil),D,Sisbacen PFIF300,N
266,288,Fundo de investimento financeiro - FIF 60 - Posições em derivativos (mercado futuro),u.m.c. (mil),D,Sisbacen PFIF300,N
267,289,Fundo de investimento financeiro - FIF 60 - Margem de garantia,u.m.c. (mil),D,Sisbacen PFIF300,N
268,290,Fundo de investimento financeiro - FIF 60 - Posições em derivativos (mercado de opções/Box),u.m.c. (mil),D,Sisbacen PFIF300,N
269,291,Fundo de investimento financeiro - FIF 60 - Posições em derivativos (SWAP),u.m.c. (mil),D,Sisbacen PFIF300,N
270,292,Fundo de investimento financeiro - FIF 90 - Captação,u.m.c. (mil),D,Sisbacen PFIF300,N
271,293,Fundo de investimento financeiro - FIF 90 - Resgates,u.m.c. (mil),D,Sisbacen PFIF300,N
272,294,Fundo de investimento financeiro - FIF 90 - Posições em derivativos (mercado futuro),u.m.c. (mil),D,Sisbacen PFIF300,N
273,295,Fundo de investimento financeiro - FIF 90 - Margem de garantia,u.m.c. (mil),D,Sisbacen PFIF300,N
274,296,Fundo de investimento financeiro - FIF 90 - Posições em derivativos (mercado de opções/Box),u.m.c. (mil),D,Sisbacen PFIF300,N
275,297,Fundo de investimento financeiro - FIF 90 - Posições em derivativos (SWAP),u.m.c. (mil),D,Sisbacen PFIF300,N
276,298,Fundo de investimento financeiro - FIF total - Captação,u.m.c. (mil),D,CVM,N
277,299,Fundo de investimento financeiro - FIF total - Resgates,u.m.c. (mil),D,CVM,N
278,300,Fundo de investimento financeiro - FIF total - Posições em derivativos (mercado futuro),u.m.c. (mil),D,Sisbacen PFIF300,N
279,301,Fundo de investimento financeiro - FIF total - Margem de garantia,u.m.c. (mil),D,Sisbacen PFIF300,N
280,302,Fundo de investimento financeiro - FIF total - Posições em derivativos (mercado de opções/Box),u.m.c. (mil),D,Sisbacen PFIF300,N
281,303,Fundo de investimento financeiro - FIF total - Posições em derivativos (SWAP),u.m.c. (mil),D,Sisbacen PFIF300,N
282,304,Fundo de investimento financeiro - FIF CP - Aplicações em títulos de emissão do Tesouro,u.m.c. (mil),S,Sisbacen PFIF300,N
283,305,Fundo de investimento financeiro - FIF CP - Aplicações em títulos de emissão do Banco Central,u.m.c. (mil),S,Sisbacen PFIF300,N
284,306,Fundo de investimento financeiro - FIF CP - Aplicações em títulos estaduais,u.m.c. (mil),S,Sisbacen PFIF300,N
285,307,Fundo de investimento financeiro - FIF CP - Aplicações em títulos municipais,u.m.c. (mil),S,Sisbacen PFIF300,N
286,308,Fundo de investimento financeiro - FIF CP - Aplicações em CDB/RDB,u.m.c. (mil),S,Sisbacen PFIF300,N
287,309,Fundo de investimento financeiro - FIF CP - Aplicações em debêntures,u.m.c. (mil),S,Sisbacen PFIF300,N
288,310,Fundo de investimento financeiro - FIF CP - Aplicações em letras hipotecárias,u.m.c. (mil),S,Sisbacen PFIF300,N
289,311,Fundo de investimento financeiro - FIF CP - Aplicações em letras de câmbio,u.m.c. (mil),S,Sisbacen PFIF300,N
290,313,Fundo de investimento financeiro - FIF CP - Aplicações em warrants,u.m.c. (mil),S,Sisbacen PFIF300,N
291,314,Fundo de investimento financeiro - FIF CP - Aplicações em export notes,u.m.c. (mil),S,Sisbacen PFIF300,N
292,315,Fundo de investimento financeiro - FIF CP - Aplicações em ações para conversão de debêntures,u.m.c. (mil),S,Sisbacen PFIF300,N
293,316,Fundo de investimento financeiro - FIF CP - Aplicações em ações de companhias abertas,u.m.c. (mil),S,Sisbacen PFIF300,N
294,317,Fundo de investimento financeiro - FIF CP - Outras aplicações,u.m.c. (mil),S,Sisbacen PFIF300,N
295,318,Fundo de investimento financeiro - FIF CP - Aplicações em operações compromissadas,u.m.c. (mil),S,Sisbacen PFIF300,N
296,319,Fundo de investimento financeiro - FIF 30 - Aplicações em títulos de emissão do Tesouro,u.m.c. (mil),S,Sisbacen PFIF300,N
297,320,Fundo de investimento financeiro - FIF 30 - Aplicações em títulos de emissão do Banco Central,u.m.c. (mil),S,Sisbacen PFIF300,N
298,321,Fundo de investimento financeiro - FIF 30 - Aplicações em títulos estaduais,u.m.c. (mil),S,Sisbacen PFIF300,N
299,322,Fundo de investimento financeiro - FIF 30 - Aplicações em títulos municipais,u.m.c. (mil),S,Sisbacen PFIF300,N
300,323,Fundo de investimento financeiro - FIF 30 - Aplicações em CDB/RDB,u.m.c. (mil),S,Sisbacen PFIF300,N
301,324,Fundo de investimento financeiro - FIF 30 - Aplicações em debêntures,u.m.c. (mil),S,Sisbacen PFIF300,N
302,325,Fundo de investimento financeiro - FIF 30 - Aplicações em letras hipotecárias,u.m.c. (mil),S,Sisbacen PFIF300,N
303,326,Fundo de investimento financeiro - FIF 30 - Aplicações em letras de câmbio,u.m.c. (mil),S,Sisbacen PFIF300,N
304,327,Fundo de investimento financeiro - FIF 30 - Aplicações em ouro,u.m.c. (mil),S,Sisbacen PFIF300,N
305,328,Fundo de investimento financeiro - FIF 30 - Aplicações em warrants,u.m.c. (mil),S,Sisbacen PFIF300,N
306,329,Fundo de investimento financeiro - FIF 30 - Aplicações em export notes,u.m.c. (mil),S,Sisbacen PFIF300,N
307,330,Fundo de investimento financeiro - FIF 30 - Aplicações em ações para conversão de debêntures,u.m.c. (mil),S,Sisbacen PFIF300,N
308,331,Fundo de investimento financeiro - FIF 30 - Aplicações em ações de companhias abertas,u.m.c. (mil),S,Sisbacen PFIF300,N
309,332,Fundo de investimento financeiro - FIF 30 - Outras aplicações,u.m.c. (mil),S,Sisbacen PFIF300,N
310,333,Fundo de investimento financeiro - FIF 30 - Aplicações em operações compromissadas,u.m.c. (mil),S,Sisbacen PFIF300,N
311,334,Fundo de investimento financeiro - FIF 60 - Aplicações em títulos de emissão do Tesouro,u.m.c. (mil),S,Sisbacen PFIF300,N
312,335,Fundo de investimento financeiro - FIF 60 - Aplicações em títulos de emissão do Banco Central,u.m.c. (mil),S,Sisbacen PFIF300,N
313,336,Fundo de investimento financeiro - FIF 60 - Aplicações em títulos estaduais,u.m.c. (mil),S,Sisbacen PFIF300,N
314,337,Fundo de investimento financeiro - FIF 60 - Aplicações em títulos municipais,u.m.c. (mil),S,Sisbacen PFIF300,N
315,338,Fundo de investimento financeiro - FIF 60 - Aplicações em CDB/RDB,u.m.c. (mil),S,Sisbacen PFIF300,N
316,339,Fundo de investimento financeiro - FIF 60 - Aplicações em debêntures,u.m.c. (mil),S,Sisbacen PFIF300,N
317,340,Fundo de investimento financeiro - FIF 60 - Aplicações em letras hipotecárias,u.m.c. (mil),S,Sisbacen PFIF300,N
318,341,Fundo de investimento financeiro - FIF 60 - Aplicações em letras de câmbio,u.m.c. (mil),S,Sisbacen PFIF300,N
319,342,Fundo de investimento financeiro - FIF 60 - Aplicações em ouro,u.m.c. (mil),S,Sisbacen PFIF300,N
320,343,Fundo de investimento financeiro - FIF 60 - Aplicações em warrants,u.m.c. (mil),S,Sisbacen PFIF300,N
321,344,Fundo de investimento financeiro - FIF 60 - Aplicações em export notes,u.m.c. (mil),S,Sisbacen PFIF300,N
322,345,Fundo de investimento financeiro - FIF 60 - Aplicações em ações para conversão de debêntures,u.m.c. (mil),S,Sisbacen PEFI450,N
323,346,Fundo de investimento financeiro - FIF 60 - Aplicações em ações de companhias abertas,u.m.c. (mil),S,Sisbacen PEFI450,N
324,347,Fundo de investimento financeiro - FIF 60 - Outras aplicações,u.m.c. (mil),S,Sisbacen PEFI450,N
325,348,Fundo de investimento financeiro - FIF 60 - Aplicações em operações compromissadas,u.m.c. (mil),S,Sisbacen PEFI450,N
326,349,Fundo de investimento financeiro - FIF 90 - Aplicações em títulos de emissão do Tesouro,u.m.c. (mil),S,Sisbacen PFIF300,N
327,350,Fundo de investimento financeiro - FIF 90 - Aplicações em títulos de emissão do Banco Central,u.m.c. (mil),S,Sisbacen PFIF300,N
328,351,Fundo de investimento financeiro - FIF 90 - Aplicações em títulos estaduais,u.m.c. (mil),S,Sisbacen PEFI450,N
329,352,Fundo de investimento financeiro - FIF 90 - Aplicações em títulos municipais,u.m.c. (mil),S,Sisbacen PEFI450,N
330,353,Fundo de investimento financeiro - FIF 90 - Aplicações em CDB/RDB,u.m.c. (mil),S,Sisbacen PEFI450,N
331,354,Fundo de investimento financeiro - FIF 90 - Aplicações em debêntures,u.m.c. (mil),S,Sisbacen PEFI450,N
332,355,Fundo de investimento financeiro - FIF 90 - Aplicações em letras hipotecárias,u.m.c. (mil),S,Sisbacen PEFI450,N
333,356,Fundo de investimento financeiro - FIF 90 - Aplicações em letras de câmbio,u.m.c. (mil),S,Sisbacen PEFI450,N
334,358,Fundo de investimento financeiro - FIF 90 - Aplicações em warrants,u.m.c. (mil),S,Sisbacen PEFI450,N
335,359,Fundo de investimento financeiro - FIF 90 - Aplicações em export notes,u.m.c. (mil),S,Sisbacen PEFI450,N
336,360,Fundo de investimento financeiro - FIF 90 - Aplicações em ações para conversão de debêntures,u.m.c. (mil),S,Sisbacen PEFI450,N
337,361,Fundo de investimento financeiro - FIF 90 - Aplicações em ações de companhias abertas,u.m.c. (mil),S,Sisbacen PEFI450,N
338,362,Fundo de investimento financeiro - FIF 90 - Outras aplicações,u.m.c. (mil),S,Sisbacen PEFI450,N
339,363,Fundo de investimento financeiro - FIF 90 - Aplicações em operações compromissadas,u.m.c. (mil),S,Sisbacen PEFI450,N
340,364,Fundo de investimento financeiro - FIF total - Aplicações em títulos de emissão do Tesouro,u.m.c. (mil),S,Sisbacen PEFI450,N
341,365,Fundo de investimento financeiro - FIF total - Aplicações em títulos de emissão do Banco Central,u.m.c. (mil),S,Sisbacen PEFI450,N
342,366,Fundo de investimento financeiro - FIF total - Aplicações em títulos estaduais,u.m.c. (mil),S,Sisbacen PEFI450,N
343,367,Fundo de investimento financeiro - FIF total - Aplicações em títulos municipais,u.m.c. (mil),S,Sisbacen PEFI450,N
344,368,Fundo de investimento financeiro - FIF total - Aplicações em CDB/RDB,u.m.c. (mil),S,Sisbacen PEFI450,N
345,369,Fundo de investimento financeiro - FIF total - Aplicações em debêntures,u.m.c. (mil),S,Sisbacen PEFI450,N
346,370,Fundo de investimento financeiro - FIF total - Aplicações em letras hipotecárias,u.m.c. (mil),S,Sisbacen PEFI450,N
347,371,Fundo de investimento financeiro - FIF total - Aplicações em letras de câmbio,u.m.c. (mil),S,Sisbacen PEFI450,N
348,372,Fundo de investimento financeiro - FIF total - Aplicações em ouro,u.m.c. (mil),S,Sisbacen PEFI450,N
349,373,Fundo de investimento financeiro - FIF total - Aplicações em warrants,u.m.c. (mil),S,Sisbacen PEFI450,N
350,374,Fundo de investimento financeiro - FIF total - Aplicações em export notes,u.m.c. (mil),S,Sisbacen PEFI450,N
351,375,Fundo de investimento financeiro - FIF total - Aplicações em ações para conversão de debêntures,u.m.c. (mil),S,Sisbacen PEFI450,N
352,376,Fundo de investimento financeiro - FIF total - Aplicações em ações de companhias abertas,u.m.c. (mil),S,Sisbacen PEFI450,N
353,377,Fundo de investimento financeiro - FIF total - Outras aplicações,u.m.c. (mil),S,Sisbacen PEFI450,N
354,378,Fundo de investimento financeiro - FIF total - Aplicações em operações compromissadas,u.m.c. (mil),S,Sisbacen PEFI450,N
355,379,Fundo BB - Extramercado - Patrimônio líquido - diário,u.m.c. (mil),D,BBDTVM,N
356,380,Fundo BB-extramercado - Captação,u.m.c. (mil),D,BBDTVM,N
357,381,Fundo BB-extramercado - Resgates,u.m.c. (mil),D,BBDTVM,N
358,382,Fundo BB-extramercado - Rentabilidade diária (%),% a.d.,D,BBDTVM,N
359,383,Fundo BB-extramercado - Aplicações em títulos de emissão do Tesouro,u.m.c. (mil),D,BBDTVM,N
360,384,Fundo BB-extramercado - Aplicações em CDB,u.m.c. (mil),D,BBDTVM,N
361,385,Fundo BB-extramercado - Aplicações em operações compromissadas,u.m.c. (mil),D,BBDTVM,N
362,386,Fundo FAQFIF CP - Patrimônio líquido,u.m.c. (mil),M,Sisbacen PFIF300,N
363,387,Fundo FAQFIF CP - Captação,u.m.c. (mil),M,Sisbacen PFIF300,N
364,388,Fundo FAQFIF CP - Resgates,u.m.c. (mil),M,Sisbacen PFIF300,N
365,389,Fundo FAQFIF CP - Rentabilidade mensal (%),% a.m.,M,Sisbacen PFIF300,N
366,390,Fundo FAQFIF 30 - Patrimônio líquido,u.m.c. (mil),M,Sisbacen PFIF300,N
367,391,Fundo FAQFIF 30 - Captação,u.m.c. (mil),M,Sisbacen PFIF300,N
368,392,Fundo FAQFIF 30 - Resgates,u.m.c. (mil),M,Sisbacen PFIF300,N
369,393,Fundo FAQFIF 30 - Rentabilidade mensal (%),% a.m.,M,Sisbacen PFIF300,N
370,394,Fundo FAQFIF 60 - Patrimônio líquido,u.m.c. (mil),M,Sisbacen PFIF300,N
371,395,Fundo FAQFIF 60 - Captação,u.m.c. (mil),M,Sisbacen PFIF300,N
372,396,Fundo FAQFIF 60 - Resgates,u.m.c. (mil),M,Sisbacen PFIF300,N
373,397,Fundo FAQFIF 60 - Rentabilidade mensal (%),% a.m.,M,Sisbacen PFIF300,N
374,398,Fundo FAQFIF 90 - Patrimônio líquido,u.m.c. (mil),M,Sisbacen PFIF300,N
375,399,Fundo FAQFIF 90 - Captação,u.m.c. (mil),M,Sisbacen PFIF300,N
376,400,Fundo FAQFIF 90 - Resgates,u.m.c. (mil),M,Sisbacen PFIF300,N
377,401,Fundo FAQFIF 90 - Rentabilidade mensal (%),% a.m.,M,Sisbacen PFIF300,N
378,402,Fundo FAQFIF - Patrimônio líquido (total),u.m.c. (mil),M,Sisbacen PFIF300,N
379,403,Fundo FAQFIF - Captação (total),u.m.c. (mil),M,Sisbacen PFIF300,N
380,404,Fundo FAQFIF - Resgates (total),u.m.c. (mil),M,Sisbacen PFIF300,N
381,405,Depósitos a prazo (Reaplicação automática) - Saldos,u.m.c. (mil),D,BCB-Desig,N
382,406,Depósitos a prazo (Reaplicação automática) - Captação líquida,u.m.c. (mil),D,BCB-Desig,N
383,407,Depósitos a prazo (Reaplicação automática) - Rendimentos pagos,u.m.c. (mil),D,BCB-Desig,N
384,408,Depósitos a prazo (CDB/RDB-pós-fixados TBF) - Saldos,u.m.c. (mil),D,BCB-Desig,N
385,409,Depósitos a prazo (CDB/RDB-pós-fixados TBF) - Captação líquida,u.m.c. (mil),D,BCB-Desig,N
386,410,Operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Outras operações - Pessoa jurídica - Taxa total,% a.d.,D,Sisbacen PESP300,N
387,411,Saldo das operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Outras operações - Pessoa jurídica,u.m.c. (mil),D,Sisbacen PESP300,N
388,412,Operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Outras operações - Pessoa física - Taxa total,% a.d.,D,Sisbacen PESP300,N
389,413,Saldo das operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Outras operações - Pessoa física,u.m.c. (mil),D,Sisbacen PESP300,N
390,414,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Financiamento a importações e outros - Taxa total,% a.d.,D,Sisbacen PESP300,N
391,415,Saldo das operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Financiamento a importações e outros,u.m.c. (mil),D,Sisbacen PESP300,N
392,416,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Outras operações - Pessoa física - Taxa total,% a.d.,D,Sisbacen PESP300,N
393,417,Saldo das operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Outras operações - Pessoa física,u.m.c. (mil),D,Sisbacen PESP300,N
394,420,Fundo BB-extramercado - Captação líquida,u.m.c. (mil),D,BBDTVM,N
395,422,Taxa de juros - TBC anualizada,% a.a.,D,Copom,N
396,423,Taxa de juros - TBAN anualizada,% a.a.,D,Copom,N
397,424,"Fundo BB-extramercado - FAT, FNDE, FUNCAFE - Patrimônio",u.m.c. (mil),D,BBDTVM,N
